Date,Open,High,Low,Close,Adj Close,Volume
1996-08-28,230.760605,230.760605,230.760605,230.760605,48.538277,1535574
1996-08-29,226.871399,226.871399,226.871399,226.871399,47.720215,647151
1996-08-30,225.574997,225.574997,225.574997,225.574997,47.447536,968361
1996-09-02,226.223206,226.223206,226.223206,226.223206,47.583878,463024
1996-09-03,224.278595,224.278595,224.278595,224.278595,47.174835,2582619
1996-09-04,225.574997,225.574997,225.574997,225.574997,47.447536,777616
1996-09-05,225.574997,225.574997,225.574997,225.574997,47.447536,944977
1996-09-06,226.871399,226.871399,226.871399,226.871399,47.720215,855208
1996-09-09,227.519608,227.519608,227.519608,227.519608,47.856560,830797
1996-09-10,224.926804,224.926804,224.926804,224.926804,47.311172,2502217
1996-09-11,221.685806,221.685806,221.685806,221.685806,46.629478,1777846
1996-09-12,218.444794,218.444794,218.444794,218.444794,45.947746,1451206
1996-09-13,220.389404,220.389404,220.389404,220.389404,46.356785,1733260
1996-09-16,219.093002,219.093002,219.093002,219.093002,46.084103,664046
1996-09-17,217.796494,217.796494,217.796494,217.796494,45.811386,501416
1996-09-18,219.093002,219.093002,219.093002,219.093002,46.084103,1420183
1996-09-19,222.334000,222.334000,222.334000,222.334000,46.765812,1789095
1996-09-20,220.389404,220.389404,220.389404,220.389404,46.356785,2421750
1996-09-23,218.444794,218.444794,218.444794,218.444794,45.947746,569409
1996-09-24,216.500107,216.500107,216.500107,216.500107,45.538719,1761300
1996-09-25,221.037598,221.037598,221.037598,221.037598,46.493111,1085683
1996-09-26,220.389404,220.389404,220.389404,220.389404,46.356785,2088503
1996-09-27,219.093002,219.093002,219.093002,219.093002,46.084103,2009392
1996-09-30,221.037598,221.037598,221.037598,221.037598,46.493111,3292805
1996-10-01,226.871399,226.871399,226.871399,226.871399,47.720215,4789551
1996-10-02,231.408798,231.408798,231.408798,231.408798,48.674606,3742867
1996-10-03,230.760605,230.760605,230.760605,230.760605,48.538277,9097089
1996-10-04,230.760605,230.760605,230.760605,230.760605,48.538277,3229686
1996-10-07,230.112396,230.112396,230.112396,230.112396,48.401920,1694385
1996-10-08,231.408798,231.408798,231.408798,231.408798,48.674606,1488893
1996-10-09,231.408798,231.408798,231.408798,231.408798,48.674606,518382
1996-10-10,229.464203,229.464203,229.464203,229.464203,48.265587,1245665
1996-10-11,228.815994,228.815994,228.815994,228.815994,48.129246,3885791
1996-10-14,227.519608,227.519608,227.519608,227.519608,47.856560,2223976
1996-10-15,228.815994,228.815994,228.815994,228.815994,48.129246,4723686
1996-10-16,224.926804,224.926804,224.926804,224.926804,47.311172,7010956
1996-10-17,224.278595,224.278595,224.278595,224.278595,47.174835,10652707
1996-10-18,221.685806,221.685806,221.685806,221.685806,46.629478,1170338
1996-10-21,223.630402,223.630402,223.630402,223.630402,47.038509,2883433
1996-10-22,223.630402,223.630402,223.630402,223.630402,47.038509,978977
1996-10-23,224.926804,224.926804,224.926804,224.926804,47.311172,3857149
1996-10-24,225.574997,225.574997,225.574997,225.574997,47.447536,6144469
1996-10-25,231.408798,231.408798,231.408798,231.408798,48.674606,6347334
1996-10-28,234.649902,234.649902,234.649902,234.649902,49.356354,2893333
1996-10-29,232.705200,232.705200,232.705200,232.705200,48.947292,1938407
1996-10-30,229.464203,229.464203,229.464203,229.464203,48.265587,18640736
1996-10-31,234.649902,234.649902,234.649902,234.649902,49.356354,655065
1996-11-01,230.760605,230.760605,230.760605,230.760605,48.538277,2000867
1996-11-04,231.408798,231.408798,231.408798,231.408798,48.674606,1684101
1996-11-05,230.112396,230.112396,230.112396,230.112396,48.401920,1616380
1996-11-06,229.464203,229.464203,229.464203,229.464203,48.265587,3635553
1996-11-07,232.057007,232.057007,232.057007,232.057007,48.810947,3930311
1996-11-08,236.594498,236.594498,236.594498,236.594498,49.765385,3956468
1996-11-11,234.649902,234.649902,234.649902,234.649902,49.356354,5336071
1996-11-12,238.539093,238.539093,238.539093,238.539093,50.174400,6040047
1996-11-13,238.539093,238.539093,238.539093,238.539093,50.174400,2265668
1996-11-14,239.835495,239.835495,239.835495,239.835495,50.447086,2033277
1996-11-15,241.780106,241.780106,241.780106,241.780106,50.856113,1873813
1996-11-18,245.021103,245.021103,245.021103,245.021103,51.537834,5538574
1996-11-19,244.372894,244.372894,244.372894,244.372894,51.401489,2921584
1996-11-20,243.724701,243.724701,243.724701,243.724701,51.265141,8095895
1996-11-21,242.428299,242.428299,242.428299,242.428299,50.992439,1467263
1996-11-22,252.151398,252.151398,252.151398,252.151398,53.037632,5682387
1996-11-25,257.985199,257.985199,257.985199,257.985199,54.264709,4620011
1996-11-26,254.095993,254.095993,254.095993,254.095993,53.446671,10799319
1996-11-27,252.151398,252.151398,252.151398,252.151398,53.037632,4590160
1996-11-28,252.151398,252.151398,252.151398,252.151398,53.037632,1542380
1996-11-29,253.447800,253.447800,253.447800,253.447800,53.310303,3908363
1996-12-02,246.317505,246.317505,246.317505,246.317505,53.017311,2892077
1996-12-03,246.317505,246.317505,246.317505,246.317505,53.017311,6628973
1996-12-04,245.021103,245.021103,245.021103,245.021103,52.738266,1598420
1996-12-05,246.965698,246.965698,246.965698,246.965698,53.156815,4832439
1996-12-06,242.428299,242.428299,242.428299,242.428299,52.180176,3429091
1996-12-09,243.076508,243.076508,243.076508,243.076508,52.319736,3112386
1996-12-10,241.780106,241.780106,241.780106,241.780106,52.040676,3282640
1996-12-11,241.131897,241.131897,241.131897,241.131897,51.901157,2674206
1996-12-12,241.131897,241.131897,241.131897,241.131897,51.901157,1772592
1996-12-13,239.835495,239.835495,239.835495,239.835495,51.622112,825179
1996-12-16,237.890900,237.890900,237.890900,237.890900,51.203564,554935
1996-12-17,235.946304,235.946304,235.946304,235.946304,50.785023,2320948
1996-12-18,237.890900,237.890900,237.890900,237.890900,51.203564,3382931
1996-12-19,243.724701,243.724701,243.724701,243.724701,52.459229,5587482
1996-12-20,243.724701,243.724701,243.724701,243.724701,52.459229,5174896
1996-12-23,244.372894,244.372894,244.372894,244.372894,52.598751,1476874
1996-12-24,245.021103,245.021103,245.021103,245.021103,52.738266,704234
1996-12-25,245.021103,245.021103,245.021103,245.021103,52.738266,0
1996-12-26,245.021103,245.021103,245.021103,245.021103,52.738266,0
1996-12-27,246.317505,246.317505,246.317505,246.317505,53.017311,892832
1996-12-30,249.558594,249.558594,249.558594,249.558594,53.714901,6816437
1996-12-31,253.447800,253.447800,253.447800,253.447800,54.552025,1130933
1997-01-01,253.447800,253.447800,253.447800,253.447800,54.552025,0
1997-01-02,256.040588,256.040588,256.040588,256.040588,55.110096,4235198
1997-01-03,257.985199,257.985199,257.985199,257.985199,55.528664,2897561
1997-01-06,256.040588,256.040588,256.040588,256.040588,55.110096,2096503
1997-01-07,256.040588,256.040588,256.040588,256.040588,55.110096,14969499
1997-01-08,257.985199,257.985199,257.985199,257.985199,55.528664,7580702
1997-01-09,262.522614,262.522614,262.522614,262.522614,56.505276,2641485
1997-01-10,260.578003,260.578003,260.578003,260.578003,56.086735,3106165
1997-01-13,261.874390,261.874390,261.874390,261.874390,56.365734,5044035
1997-01-14,268.356506,268.356506,268.356506,268.356506,57.760979,5993847
1997-01-15,269.652893,269.652893,269.652893,269.652893,58.040016,9662924
1997-01-16,271.597504,271.597504,271.597504,271.597504,58.458553,7176058
1997-01-17,274.190308,274.190308,274.190308,274.190308,59.016647,8061934
1997-01-20,268.356506,268.356506,268.356506,268.356506,57.760979,8377266
1997-01-21,267.708313,267.708313,267.708313,267.708313,57.621460,3475418
1997-01-22,274.838501,274.838501,274.838501,274.838501,59.156143,8112745
1997-01-23,278.727692,278.727692,278.727692,278.727692,59.993279,5584411
1997-01-24,275.486694,275.486694,275.486694,275.486694,59.295677,5479058
1997-01-27,272.893890,272.893890,272.893890,272.893890,58.737610,1663145
1997-01-28,269.004700,269.004700,269.004700,269.004700,57.900497,4906984
1997-01-29,267.708313,267.708313,267.708313,267.708313,57.621460,2438348
1997-01-30,274.190308,274.190308,274.190308,274.190308,59.016647,3909968
1997-01-31,270.301086,270.301086,270.301086,270.301086,58.179520,6596865
1997-02-03,267.060089,267.060089,267.060089,267.060089,57.481941,1474901
1997-02-04,267.060089,267.060089,267.060089,267.060089,57.481941,996115
1997-02-05,267.060089,267.060089,267.060089,267.060089,57.481941,3349521
1997-02-06,265.763702,265.763702,265.763702,265.763702,57.202911,597057
1997-02-07,265.763702,265.763702,265.763702,265.763702,57.202911,1525606
1997-02-10,266.411896,266.411896,266.411896,266.411896,57.342415,2189977
1997-02-11,265.115509,265.115509,265.115509,265.115509,57.063381,1549933
1997-02-12,264.467194,264.467194,264.467194,264.467194,56.923855,2124345
1997-02-13,267.060089,267.060089,267.060089,267.060089,57.481941,1886645
1997-02-14,267.060089,267.060089,267.060089,267.060089,57.481941,4771765
1997-02-17,270.949310,270.949310,270.949310,270.949310,58.319046,4246861
1997-02-18,271.597504,271.597504,271.597504,271.597504,58.458553,5093183
1997-02-19,270.949310,270.949310,270.949310,270.949310,58.319046,2351311
1997-02-20,269.652893,269.652893,269.652893,269.652893,58.040016,953279
1997-02-21,269.652893,269.652893,269.652893,269.652893,58.040016,2056042
1997-02-24,270.949310,270.949310,270.949310,270.949310,58.319046,1989076
1997-02-25,269.004700,269.004700,269.004700,269.004700,57.900497,1742859
1997-02-26,268.356506,268.356506,268.356506,268.356506,57.760979,2135941
1997-02-27,269.652893,269.652893,269.652893,269.652893,58.040016,1145220
1997-02-28,269.004700,269.004700,269.004700,269.004700,57.900497,1344744
1997-03-03,267.708313,267.708313,267.708313,267.708313,57.621460,1052423
1997-03-04,272.893890,272.893890,272.893890,272.893890,58.737610,4319392
1997-03-05,274.838501,274.838501,274.838501,274.838501,59.156143,4881094
1997-03-06,276.783112,276.783112,276.783112,276.783112,59.574718,4685691
1997-03-07,276.783112,276.783112,276.783112,276.783112,59.574718,3148078
1997-03-10,276.783112,276.783112,276.783112,276.783112,59.574718,2351782
1997-03-11,281.320587,281.320587,281.320587,281.320587,60.551361,6501014
1997-03-12,280.672394,280.672394,280.672394,280.672394,60.411861,8547654
1997-03-13,273.542114,273.542114,273.542114,273.542114,58.877136,11950784
1997-03-14,276.783112,276.783112,276.783112,276.783112,59.574718,5212436
1997-03-17,274.190308,274.190308,274.190308,274.190308,59.016647,2307704
1997-03-18,274.838501,274.838501,274.838501,274.838501,59.156143,3192700
1997-03-19,277.431305,277.431305,277.431305,277.431305,59.714256,2586894
1997-03-20,274.190308,274.190308,274.190308,274.190308,59.016647,5732173
1997-03-21,275.486694,275.486694,275.486694,275.486694,59.295677,6269530
1997-03-24,271.597504,271.597504,271.597504,271.597504,58.458553,3565160
1997-03-25,271.597504,271.597504,271.597504,271.597504,58.458553,1574846
1997-03-26,272.245697,272.245697,272.245697,272.245697,58.598076,2588935
1997-03-27,271.597504,271.597504,271.597504,271.597504,58.458553,1483937
1997-03-28,271.597504,271.597504,271.597504,271.597504,58.458553,0
1997-03-31,271.597504,271.597504,271.597504,271.597504,58.458553,0
1997-04-01,267.708313,267.708313,267.708313,267.708313,57.621460,2509207
1997-04-02,269.004700,269.004700,269.004700,269.004700,57.900497,1254556
1997-04-03,270.301086,270.301086,270.301086,270.301086,58.179520,2181339
1997-04-04,274.838501,274.838501,274.838501,274.838501,59.156143,2510711
1997-04-07,274.190308,274.190308,274.190308,274.190308,59.016647,15449697
1997-04-08,272.893890,272.893890,272.893890,272.893890,58.737610,5089920
1997-04-09,274.190308,274.190308,274.190308,274.190308,59.016647,5305900
1997-04-10,276.783112,276.783112,276.783112,276.783112,59.574718,15896790
1997-04-11,281.320587,281.320587,281.320587,281.320587,60.551361,7729048
1997-04-14,287.802612,287.802612,287.802612,287.802612,61.946541,4485846
1997-04-15,287.154388,287.154388,287.154388,287.154388,61.807007,6109981
1997-04-16,282.617004,282.617004,282.617004,282.617004,60.830399,1361132
1997-04-17,288.450806,288.450806,288.450806,288.450806,62.086056,5354410
1997-04-18,285.209808,285.209808,285.209808,285.209808,61.388451,1932896
1997-04-21,283.265198,283.265198,283.265198,283.265198,60.969891,2367370
1997-04-22,280.672394,280.672394,280.672394,280.672394,60.411861,1701694
1997-04-23,279.375885,279.375885,279.375885,279.375885,60.132774,4090663
1997-04-24,279.375885,279.375885,279.375885,279.375885,60.132774,11975317
1997-04-25,287.154388,287.154388,287.154388,287.154388,61.807007,3483340
1997-04-28,291.043610,291.043610,291.043610,291.043610,62.644142,3997704
1997-04-29,294.932800,294.932800,294.932800,294.932800,63.481262,10723410
1997-04-30,289.747192,289.747192,289.747192,289.747192,62.365112,12411482
1997-05-01,291.043610,291.043610,291.043610,291.043610,62.644142,23454300
1997-05-02,282.617004,282.617004,282.617004,282.617004,60.830399,3231134
1997-05-05,282.617004,282.617004,282.617004,282.617004,60.830399,0
1997-05-06,283.913391,283.913391,283.913391,283.913391,61.109428,3502157
1997-05-07,291.043610,291.043610,291.043610,291.043610,62.644142,5969491
1997-05-08,302.711304,302.711304,302.711304,302.711304,65.155479,4819796
1997-05-09,299.470306,299.470306,299.470306,299.470306,64.457893,3428016
1997-05-12,298.173889,298.173889,298.173889,298.173889,64.178871,3043572
1997-05-13,296.877502,296.877502,296.877502,296.877502,63.899826,1408287
1997-05-14,296.877502,296.877502,296.877502,296.877502,63.899826,1739392
1997-05-15,292.339996,292.339996,292.339996,292.339996,62.923168,2871698
1997-05-16,292.988190,292.988190,292.988190,292.988190,63.062691,10384738
1997-05-19,291.691803,291.691803,291.691803,291.691803,62.783657,1959097
1997-05-20,294.284607,294.284607,294.284607,294.284607,63.341732,2329887
1997-05-21,295.580994,295.580994,295.580994,295.580994,63.620762,1018793
1997-05-22,295.580994,295.580994,295.580994,295.580994,63.620762,4808684
1997-05-23,292.339996,292.339996,292.339996,292.339996,62.923168,2249884
1997-05-26,292.339996,292.339996,292.339996,292.339996,62.923168,0
1997-05-27,292.339996,292.339996,292.339996,292.339996,62.923168,1061546
1997-05-28,294.284607,294.284607,294.284607,294.284607,63.341732,3399696
1997-05-29,294.932800,294.932800,294.932800,294.932800,63.481262,2544883
1997-05-30,293.636414,293.636414,293.636414,293.636414,63.202213,2547838
1997-06-02,292.339996,292.339996,292.339996,292.339996,62.923168,1489040
1997-06-03,289.747192,289.747192,289.747192,289.747192,62.365112,3257932
1997-06-04,287.154388,287.154388,287.154388,287.154388,61.807007,5315586
1997-06-05,284.561615,284.561615,284.561615,284.561615,61.248955,13012636
1997-06-06,290.395386,290.395386,290.395386,290.395386,62.504642,6192503
1997-06-09,281.320587,281.320587,281.320587,281.320587,62.412548,2512475
1997-06-10,279.375885,279.375885,279.375885,279.375885,61.981129,3224699
1997-06-11,278.079498,278.079498,278.079498,278.079498,61.693523,4042271
1997-06-12,283.265198,283.265198,283.265198,283.265198,62.843994,6684191
1997-06-13,291.691803,291.691803,291.691803,291.691803,64.713509,5285633
1997-06-16,289.747192,289.747192,289.747192,289.747192,64.282089,2312139
1997-06-17,281.968811,281.968811,281.968811,281.968811,62.556412,1906147
1997-06-18,280.672394,280.672394,280.672394,280.672394,62.268799,4385031
1997-06-19,278.727692,278.727692,278.727692,278.727692,61.837360,1283961
1997-06-20,273.542114,273.542114,273.542114,273.542114,60.686916,4269255
1997-06-23,274.190308,274.190308,274.190308,274.190308,60.830708,13039644
1997-06-24,275.486694,275.486694,275.486694,275.486694,61.118317,1103985
1997-06-25,280.024109,280.024109,280.024109,280.024109,62.124973,1910469
1997-06-26,288.450806,288.450806,288.450806,288.450806,63.994461,3683087
1997-06-27,286.506195,286.506195,286.506195,286.506195,63.563042,1709095
1997-06-30,284.561615,284.561615,284.561615,284.561615,63.131638,1832303
1997-07-01,302.063110,302.063110,302.063110,302.063110,67.014442,7803997
1997-07-02,302.711304,302.711304,302.711304,302.711304,67.158249,5328281
1997-07-03,324.101990,324.101990,324.101990,324.101990,71.903877,15424347
1997-07-04,320.212799,320.212799,320.212799,320.212799,71.041054,5898106
1997-07-07,323.453796,323.453796,323.453796,323.453796,71.760078,3667994
1997-07-08,318.916412,318.916412,318.916412,318.916412,70.753456,22520862
1997-07-09,318.268188,318.268188,318.268188,318.268188,70.609634,16287828
1997-07-10,311.137909,311.137909,311.137909,311.137909,69.027740,5632084
1997-07-11,319.564606,319.564606,319.564606,319.564606,70.897255,4789119
1997-07-14,318.268188,318.268188,318.268188,318.268188,70.609634,5474603
1997-07-15,323.453796,323.453796,323.453796,323.453796,71.760078,8398346
1997-07-16,333.825104,333.825104,333.825104,333.825104,74.060997,5784358
1997-07-17,340.307098,340.307098,340.307098,340.307098,75.499115,12651230
1997-07-18,337.714294,337.714294,337.714294,337.714294,74.923836,6298731
1997-07-21,331.232300,331.232300,331.232300,331.232300,73.485794,2421271
1997-07-22,330.584106,330.584106,330.584106,330.584106,73.342010,1329540
1997-07-23,339.010712,339.010712,339.010712,339.010712,75.211472,2156437
1997-07-24,335.769714,335.769714,335.769714,335.769714,74.492439,3373351
1997-07-25,335.769714,335.769714,335.769714,335.769714,74.492439,2672225
1997-07-28,340.955292,340.955292,340.955292,340.955292,75.642883,2957112
1997-07-29,337.714294,337.714294,337.714294,337.714294,74.923836,6914176
1997-07-30,331.232300,331.232300,331.232300,331.232300,73.485794,6490330
1997-07-31,333.176910,333.176910,333.176910,333.176910,73.917221,6602787
1997-08-01,333.825104,333.825104,333.825104,333.825104,74.060997,2932053
1997-08-04,334.473297,334.473297,334.473297,334.473297,74.204826,2188298
1997-08-05,331.232300,331.232300,331.232300,331.232300,73.485794,2184952
1997-08-06,329.287689,329.287689,329.287689,329.287689,73.054367,2202306
1997-08-07,333.176910,333.176910,333.176910,333.176910,73.917221,3941722
1997-08-08,326.046600,326.046600,326.046600,326.046600,72.335297,10199917
1997-08-11,322.157410,322.157410,322.157410,322.157410,71.472473,3015134
1997-08-12,320.860992,320.860992,320.860992,320.860992,71.184868,4787510
1997-08-13,320.860992,320.860992,320.860992,320.860992,71.184868,2471705
1997-08-14,324.101990,324.101990,324.101990,324.101990,71.903877,4237660
1997-08-15,331.880493,331.880493,331.880493,331.880493,73.629601,2440990
1997-08-18,335.769714,335.769714,335.769714,335.769714,74.492439,2871120
1997-08-19,340.307098,340.307098,340.307098,340.307098,75.499115,5103792
